calories,carbs,category,fat,nutrition,protein,rating,reviewCount,source,title,url
754,58.0,dessert,58.0,"{'@type': 'NutritionInformation', 'calories': '754', 'fatContent': '58 grams', 'saturatedFatContent': '27 grams', 'cholesterolContent': '190 milligrams', 'sodiumContent': '226 milligrams', 'carbohydrateContent': '58 grams', 'fiberContent': '6 grams', 'proteinContent': '12 grams'}",12.0,5.0,2.0,foodnetwork,Gluten-Free Chocolate Frangipane Tart,https://www.foodnetwork.com/recipes/food-network-kitchen/gluten-free-chocolate-frangipane-tart-recipe-2084526
183,15.0,dessert,12.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 8 servings', 'calories': '183', 'fatContent': '12g', 'saturatedFatContent': '7g', 'carbohydrateContent': '15g', 'fiberContent': '1g', 'sugarContent': '12g', 'proteinContent': '4g', 'cholesterolContent': '53mg', 'sodiumContent': '61mg'}",4.0,5.0,1.0,foodnetwork,Malted Milk Chocolate Pudding,https://www.foodnetwork.com/recipes/food-network-kitchen/malted-milk-chocolate-pudding-5210881
288,47.0,dessert,10.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '288', 'fatContent': '10g', 'saturatedFatContent': '6g', 'carbohydrateContent': '47g', 'fiberContent': '1g', 'sugarContent': '32g', 'proteinContent': '4g', 'cholesterolContent': '55mg', 'sodiumContent': '224mg'}",4.0,5.0,3.0,foodnetwork,Plum Upside-Down Cake with Lemon,https://www.foodnetwork.com/recipes/food-network-kitchen/plum-upside-down-cake-with-lemon-3362998
303,21.0,dessert,23.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 26 servings', 'calories': '303', 'fatContent': '23g', 'saturatedFatContent': '11g', 'carbohydrateContent': '21g', 'fiberContent': '1g', 'sugarContent': '18g', 'proteinContent': '5g', 'cholesterolContent': '100mg', 'sodiumContent': '179mg'}",5.0,4.5,25.0,foodnetwork,Best Pecan Pie Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/pecan-pie-cheesecake-3363869
362,49.0,dessert,16.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 8 servings', 'calories': '362', 'fatContent': '16g', 'saturatedFatContent': '7g', 'carbohydrateContent': '49g', 'fiberContent': '1g', 'sugarContent': '33g', 'proteinContent': '8g', 'cholesterolContent': '119mg', 'sodiumContent': '293mg'}",8.0,5.0,1.0,foodnetwork,Key Lime Pie with Butter Cracker Crust,https://www.foodnetwork.com/recipes/food-network-kitchen/key-lime-pie-with-butter-cracker-crust-3364910
288,46.0,dessert,12.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '288', 'fatContent': '12g', 'saturatedFatContent': '10g', 'carbohydrateContent': '46g', 'fiberContent': '1g', 'sugarContent': '31g', 'proteinContent': '2g', 'cholesterolContent': '0mg', 'sodiumContent': '67mg'}",2.0,5.0,1.0,foodnetwork,Vegan Lemon Bars,https://www.foodnetwork.com/recipes/food-network-kitchen/vegan-lemon-bars-10076531
230,33.0,dessert,8.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 8 servings', 'calories': '230', 'fatContent': '8g', 'saturatedFatContent': '4g', 'carbohydrateContent': '33g', 'fiberContent': '0g', 'sugarContent': '28g', 'proteinContent': '7g', 'cholesterolContent': '131mg', 'sodiumContent': '133mg'}",7.0,5.0,2.0,foodnetwork,Hot Chocolate Pudding,https://www.foodnetwork.com/recipes/food-network-kitchen/hot-chocolate-pudding0-3255530
310,36.0,dessert,18.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 16 servings', 'calories': '310', 'fatContent': '18g', 'saturatedFatContent': '7g', 'carbohydrateContent': '36g', 'fiberContent': '1g', 'sugarContent': '28g', 'proteinContent': '3g', 'cholesterolContent': '65mg', 'sodiumContent': '140mg'}",3.0,4.9,24.0,foodnetwork,Pecan Pie from Scratch,https://www.foodnetwork.com/recipes/food-network-kitchen/pecan-pie-recipe2-1973463
247,27.0,dessert,15.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '247', 'fatContent': '15g', 'saturatedFatContent': '9g', 'carbohydrateContent': '27g', 'fiberContent': '2g', 'sugarContent': '23g', 'proteinContent': '4g', 'cholesterolContent': '39mg', 'sodiumContent': '273mg'}",4.0,5.0,4.0,foodnetwork,Mom's Chocolate Pudding,https://www.foodnetwork.com/recipes/food-network-kitchen/moms-chocolate-pudding-3362400
350,35.0,dessert,23.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 28 servings', 'calories': '350', 'fatContent': '23g', 'saturatedFatContent': '8g', 'carbohydrateContent': '35g', 'fiberContent': '1g', 'sugarContent': '23g', 'proteinContent': '3g', 'cholesterolContent': '53mg', 'sodiumContent': '166mg'}",3.0,4.5,103.0,foodnetwork,Hummingbird Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/hummingbird-cake-recipe-1973067
921,102.0,dessert,50.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 8 servings', 'calories': '921', 'fatContent': '50g', 'saturatedFatContent': '29g', 'carbohydrateContent': '102g', 'fiberContent': '4g', 'sugarContent': '64g', 'proteinContent': '20g', 'cholesterolContent': '208mg', 'sodiumContent': '477mg'}",20.0,5.0,1.0,foodnetwork,Coconut-Lime Banana Pudding,https://www.foodnetwork.com/recipes/food-network-kitchen/coconut-lime-banana-pudding-3812076
259,23.0,dessert,16.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '259', 'fatContent': '16g', 'saturatedFatContent': '9g', 'carbohydrateContent': '23g', 'fiberContent': '0g', 'sugarContent': '12g', 'proteinContent': '4g', 'cholesterolContent': '124mg', 'sodiumContent': '103mg'}",4.0,5.0,1.0,foodnetwork,Classic Tiramisu with Chocolate,https://www.foodnetwork.com/recipes/food-network-kitchen/classic-tiramisu-with-chocolate-3612577
297,30.0,dessert,19.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 16 servings', 'calories': '297', 'fatContent': '19g', 'saturatedFatContent': '9g', 'carbohydrateContent': '30g', 'fiberContent': '2g', 'sugarContent': '14g', 'proteinContent': '4g', 'cholesterolContent': '62mg', 'sodiumContent': '151mg'}",4.0,5.0,4.0,foodnetwork,Sweet Potato Pie with Candied Pecans and Coconut,https://www.foodnetwork.com/recipes/food-network-kitchen/sweet-potato-pie-with-candied-pecans-and-coconut-recipe-2041545
246,44.0,dessert,5.0,"{'@type': 'NutritionInformation', 'calories': '246 calorie', 'fatContent': '5 grams', 'saturatedFatContent': '2.5 grams', 'cholesterolContent': '63 milligrams', 'sodiumContent': '172 milligrams', 'carbohydrateContent': '44 grams', 'fiberContent': '2 grams', 'proteinContent': '7 grams', 'sugarContent': '30 grams'}",7.0,5.0,3.0,foodnetwork,Lightened Up Banana Pudding,https://www.foodnetwork.com/recipes/food-network-kitchen/lightened-up-banana-pudding-recipe-2112209
284,21.0,dessert,19.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 20 servings', 'calories': '284', 'fatContent': '19g', 'saturatedFatContent': '10g', 'carbohydrateContent': '21g', 'fiberContent': '1g', 'sugarContent': '9g', 'proteinContent': '6g', 'cholesterolContent': '144mg', 'sodiumContent': '198mg'}",6.0,3.9,52.0,foodnetwork,Tiramisu,https://www.foodnetwork.com/recipes/food-network-kitchen/tiramisu-recipe-2131631
295,37.0,dessert,15.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 16 servings', 'calories': '295', 'fatContent': '15g', 'saturatedFatContent': '9g', 'carbohydrateContent': '37g', 'fiberContent': '1g', 'sugarContent': '29g', 'proteinContent': '4g', 'cholesterolContent': '41mg', 'sodiumContent': '100mg'}",4.0,5.0,1.0,foodnetwork,Chocolate-Caramel Banana Ice Cream Pie,https://www.foodnetwork.com/recipes/food-network-kitchen/chocolate-caramel-banana-ice-cream-pie-3363492
269,33.0,dessert,15.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 24 servings', 'calories': '269', 'fatContent': '15g', 'saturatedFatContent': '7g', 'carbohydrateContent': '33g', 'fiberContent': '2g', 'sugarContent': '22g', 'proteinContent': '3g', 'cholesterolContent': '36mg', 'sodiumContent': '169mg'}",3.0,4.6,38.0,foodnetwork,The Best Chocolate Cupcakes,https://www.foodnetwork.com/recipes/food-network-kitchen/the-best-chocolate-cupcakes-7449395
307,31.0,dessert,20.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 16 servings', 'calories': '307', 'fatContent': '20g', 'saturatedFatContent': '13g', 'carbohydrateContent': '31g', 'fiberContent': '0g', 'sugarContent': '15g', 'proteinContent': '3g', 'cholesterolContent': '61mg', 'sodiumContent': '73mg'}",3.0,5.0,4.0,foodnetwork,Basil-Mint Coconut Cream Pie,https://www.foodnetwork.com/recipes/food-network-kitchen/basil-mint-coconut-cream-pie-3364697
1048,107.0,dessert,71.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '1048', 'fatContent': '71g', 'saturatedFatContent': '35g', 'carbohydrateContent': '107g', 'fiberContent': '7g', 'sugarContent': '75g', 'proteinContent': '9g', 'cholesterolContent': '168mg', 'sodiumContent': '539mg'}",9.0,4.5,40.0,foodnetwork,The Best Chocolate Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/the-best-chocolate-cake-7193220
304,45.0,dessert,13.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '304', 'fatContent': '13g', 'saturatedFatContent': '6g', 'carbohydrateContent': '45g', 'fiberContent': '2g', 'sugarContent': '31g', 'proteinContent': '4g', 'cholesterolContent': '12mg', 'sodiumContent': '130mg'}",4.0,5.0,14.0,foodnetwork,People Chow,https://www.foodnetwork.com/recipes/food-network-kitchen/people-chow-recipe-1957915
305,78.0,dessert,0.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 6 servings', 'calories': '305', 'fatContent': '0g', 'saturatedFatContent': '0g', 'carbohydrateContent': '78g', 'fiberContent': '0g', 'sugarContent': '76g', 'proteinContent': '0g', 'cholesterolContent': '0mg', 'sodiumContent': '4mg'}",0.0,5.0,2.0,foodnetwork,Royal Icing for a Gingerbread House,https://www.foodnetwork.com/recipes/food-network-kitchen/royal-icing-for-a-gingerbread-house-3575000
159,14.0,dessert,12.0,"{'@type': 'NutritionInformation', 'calories': '159', 'fatContent': '12 grams', 'saturatedFatContent': '6 grams', 'cholesterolContent': '31 milligrams', 'sodiumContent': '79 milligrams', 'carbohydrateContent': '14 grams', 'fiberContent': '1 grams', 'proteinContent': '2 grams', 'sugarContent': '10 grams'}",2.0,5.0,6.0,foodnetwork,Mini Chocolate Ganache Cupcakes,https://www.foodnetwork.com/recipes/food-network-kitchen/mini-chocolate-ganache-cupcakes-3363480
252,34.0,dessert,12.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '252', 'fatContent': '12g', 'saturatedFatContent': '7g', 'carbohydrateContent': '34g', 'fiberContent': '1g', 'sugarContent': '20g', 'proteinContent': '3g', 'cholesterolContent': '66mg', 'sodiumContent': '178mg'}",3.0,5.0,5.0,foodnetwork,Banana Bread Lava Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/banana-bread-lava-cake-4694512
239,27.0,dessert,13.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '239', 'fatContent': '13g', 'saturatedFatContent': '8g', 'carbohydrateContent': '27g', 'fiberContent': '1g', 'sugarContent': '12g', 'proteinContent': '3g', 'cholesterolContent': '62mg', 'sodiumContent': '152mg'}",3.0,5.0,1.0,foodnetwork,Gluten-Free Vanilla Cupcakes,https://www.foodnetwork.com/recipes/food-network-kitchen/gluten-free-vanilla-cupcakes-3364212
222,24.0,dessert,13.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '222', 'fatContent': '13g', 'saturatedFatContent': '8g', 'carbohydrateContent': '24g', 'fiberContent': '0g', 'sugarContent': '12g', 'proteinContent': '3g', 'cholesterolContent': '63mg', 'sodiumContent': '112mg'}",3.0,3.7,155.0,foodnetwork,Go-To Vanilla Cupcakes,https://www.foodnetwork.com/recipes/food-network-kitchen/go-to-vanilla-cupcakes-3338835
1282,126.0,dessert,84.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '1282', 'fatContent': '84g', 'saturatedFatContent': '50g', 'carbohydrateContent': '126g', 'fiberContent': '1g', 'sugarContent': '90g', 'proteinContent': '10g', 'cholesterolContent': '301mg', 'sodiumContent': '715mg'}",10.0,4.3,68.0,foodnetwork,The Best Vanilla Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/the-best-vanilla-cake-7264949
298,24.0,dessert,21.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 22 servings', 'calories': '298', 'fatContent': '21g', 'saturatedFatContent': '12g', 'carbohydrateContent': '24g', 'fiberContent': '0g', 'sugarContent': '21g', 'proteinContent': '4g', 'cholesterolContent': '93mg', 'sodiumContent': '201mg'}",4.0,4.8,50.0,foodnetwork,The Best Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/the-best-cheesecake-7448420
779,101.0,dessert,40.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 8 servings', 'calories': '779', 'fatContent': '40g', 'saturatedFatContent': '19g', 'carbohydrateContent': '101g', 'fiberContent': '3g', 'sugarContent': '25g', 'proteinContent': '9g', 'cholesterolContent': '91mg', 'sodiumContent': '452mg'}",9.0,5.0,2.0,foodnetwork,Sugar Wafer Neapolitan Ice Cream Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/sugar-wafer-neapolitan-ice-cream-cake-5523365
306,23.0,dessert,22.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 20 servings', 'calories': '306', 'fatContent': '22g', 'saturatedFatContent': '9g', 'carbohydrateContent': '23g', 'fiberContent': '1g', 'sugarContent': '16g', 'proteinContent': '5g', 'cholesterolContent': '89mg', 'sodiumContent': '219mg'}",5.0,4.1,49.0,foodnetwork,Carrot Cake-Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/carrot-cheesecake-3361640
240,33.0,dessert,12.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '240', 'fatContent': '12g', 'saturatedFatContent': '8g', 'carbohydrateContent': '33g', 'fiberContent': '2g', 'sugarContent': '18g', 'proteinContent': '4g', 'cholesterolContent': '0mg', 'sodiumContent': '141mg'}",4.0,5.0,1.0,foodnetwork,Vegan Chocolate Lava Cakes,https://www.foodnetwork.com/recipes/food-network-kitchen/vegan-chocolate-lava-cakes-5608853
255,14.0,dessert,21.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 16 servings', 'calories': '255', 'fatContent': '21g', 'saturatedFatContent': '11g', 'carbohydrateContent': '14g', 'fiberContent': '0g', 'sugarContent': '12g', 'proteinContent': '4g', 'cholesterolContent': '115mg', 'sodiumContent': '159mg'}",4.0,4.0,66.0,foodnetwork,Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/cheesecake-recipe2-2011459
299,31.0,dessert,19.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 18 servings', 'calories': '299', 'fatContent': '19g', 'saturatedFatContent': '12g', 'carbohydrateContent': '31g', 'fiberContent': '1g', 'sugarContent': '29g', 'proteinContent': '3g', 'cholesterolContent': '99mg', 'sodiumContent': '67mg'}",3.0,3.6,72.0,foodnetwork,Flourless Chocolate Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/flourless-chocolate-cake-recipe-2040492
677,44.0,dessert,52.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '677', 'fatContent': '52g', 'saturatedFatContent': '29g', 'carbohydrateContent': '44g', 'fiberContent': '0g', 'sugarContent': '38g', 'proteinContent': '11g', 'cholesterolContent': '254mg', 'sodiumContent': '468mg'}",11.0,4.5,125.0,foodnetwork,Classic Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/classic-cheesecake-recipe2-2012236
700,61.0,dessert,48.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '700', 'fatContent': '48g', 'saturatedFatContent': '25g', 'carbohydrateContent': '61g', 'fiberContent': '2g', 'sugarContent': '52g', 'proteinContent': '10g', 'cholesterolContent': '217mg', 'sodiumContent': '526mg'}",10.0,4.8,347.0,foodnetwork,Almost-Famous Pumpkin Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/almost-famous-pumpkin-cheesecake-recipe2-1972720
105,14.0,dessert,5.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 30 servings', 'calories': '105', 'fatContent': '5g', 'saturatedFatContent': '3g', 'carbohydrateContent': '14g', 'fiberContent': '0g', 'sugarContent': '7g', 'proteinContent': '1g', 'cholesterolContent': '18mg', 'sodiumContent': '57mg'}",1.0,5.0,10.0,foodnetwork,Bake and Slice Thumbprint Cookies,https://www.foodnetwork.com/recipes/food-network-kitchen/bake-and-slice-thumbprint-cookies-7503582
337,30.0,dessert,23.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 22 servings', 'calories': '337', 'fatContent': '23g', 'saturatedFatContent': '9g', 'carbohydrateContent': '30g', 'fiberContent': '0g', 'sugarContent': '24g', 'proteinContent': '3g', 'cholesterolContent': '58mg', 'sodiumContent': '135mg'}",3.0,5.0,2.0,foodnetwork,Red Velvet Bourbon Cheesecake Bars,https://www.foodnetwork.com/recipes/food-network-kitchen/red-velvet-bourbon-cheesecake-bars-3363301
242,31.0,dessert,12.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '242', 'fatContent': '12g', 'saturatedFatContent': '7g', 'carbohydrateContent': '31g', 'fiberContent': '1g', 'sugarContent': '15g', 'proteinContent': '3g', 'cholesterolContent': '46mg', 'sodiumContent': '123mg'}",3.0,4.5,268.0,foodnetwork,How to Make Thumbprint Cookies | Butter and Jam Thumbprints,https://www.foodnetwork.com/recipes/food-network-kitchen/butter-and-jam-thumbprints-recipe2-2009046
229,24.0,dessert,11.0,"{'@type': 'NutritionInformation', 'calories': '229', 'fatContent': '11 grams', 'saturatedFatContent': '7 grams', 'cholesterolContent': '61 milligrams', 'sodiumContent': '319 milligrams', 'carbohydrateContent': '24 grams', 'proteinContent': '11 grams'}",11.0,4.6,44.0,foodnetwork,Low-Fat Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/low-fat-cheesecake-recipe-1972911
301,25.0,dessert,22.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 20 servings', 'calories': '301', 'fatContent': '22g', 'saturatedFatContent': '11g', 'carbohydrateContent': '25g', 'fiberContent': '3g', 'sugarContent': '14g', 'proteinContent': '3g', 'cholesterolContent': '40mg', 'sodiumContent': '127mg'}",3.0,5.0,15.0,foodnetwork,No-Bake Avocado Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/no-bake-avocado-cheesecake-4481794
439,42.0,dessert,28.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '439', 'fatContent': '28g', 'saturatedFatContent': '15g', 'carbohydrateContent': '42g', 'fiberContent': '1g', 'sugarContent': '32g', 'proteinContent': '6g', 'cholesterolContent': '130mg', 'sodiumContent': '294mg'}",6.0,5.0,2.0,foodnetwork,Slow-Cooker Brown Sugar Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/slow-cooker-brown-sugar-cheesecake-3364866
291,45.0,dessert,13.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 24 servings', 'calories': '291', 'fatContent': '13g', 'saturatedFatContent': '8g', 'carbohydrateContent': '45g', 'fiberContent': '3g', 'sugarContent': '36g', 'proteinContent': '4g', 'cholesterolContent': '41mg', 'sodiumContent': '70mg'}",4.0,4.3,90.0,foodnetwork,Super Gooey Chocolate Drops,https://www.foodnetwork.com/recipes/food-network-kitchen/super-gooey-chocolate-drops-recipe2-1928495
254,45.0,dessert,6.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 6 servings', 'calories': '254', 'fatContent': '6g', 'saturatedFatContent': '3g', 'carbohydrateContent': '45g', 'fiberContent': '1g', 'sugarContent': '23g', 'proteinContent': '4g', 'cholesterolContent': '19mg', 'sodiumContent': '355mg'}",4.0,5.0,1.0,foodnetwork,Cookies and Cream Ice Cream Muffins,https://www.foodnetwork.com/recipes/food-network-kitchen/cookies-and-cream-ice-cream-muffins-4481689
359,54.0,dessert,14.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 32 servings', 'calories': '359', 'fatContent': '14g', 'saturatedFatContent': '6g', 'carbohydrateContent': '54g', 'fiberContent': '1g', 'sugarContent': '31g', 'proteinContent': '5g', 'cholesterolContent': '40mg', 'sodiumContent': '277mg'}",5.0,5.0,6.0,foodnetwork,Pear-Gingersnap Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/pear-gingersnap-cheesecake-3363499
273,31.0,dessert,16.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '273', 'fatContent': '16g', 'saturatedFatContent': '8g', 'carbohydrateContent': '31g', 'fiberContent': '0g', 'sugarContent': '29g', 'proteinContent': '4g', 'cholesterolContent': '73mg', 'sodiumContent': '154mg'}",4.0,4.9,10.0,foodnetwork,Passion Fruit Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/passion-fruit-cheesecake-recipe-2008958
245,31.0,dessert,9.0,"{'@type': 'NutritionInformation', 'calories': '245', 'fatContent': '9 grams', 'saturatedFatContent': '5 grams', 'cholesterolContent': '36 milligrams', 'sodiumContent': '373 milligrams', 'carbohydrateContent': '31 grams', 'fiberContent': '2 grams', 'proteinContent': '12 grams'}",12.0,4.6,25.0,foodnetwork,Lightened-Up Chocolate Truffle Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/chocolate-truffle-cheesecake-recipe-2124554
459,26.0,dessert,37.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '459', 'fatContent': '37g', 'saturatedFatContent': '21g', 'carbohydrateContent': '26g', 'fiberContent': '0g', 'sugarContent': '24g', 'proteinContent': '7g', 'cholesterolContent': '182mg', 'sodiumContent': '327mg'}",7.0,5.0,7.0,foodnetwork,Basque-Style Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/basque-style-cheesecake-6548697
252,14.0,dessert,21.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 14 servings', 'calories': '252', 'fatContent': '21g', 'saturatedFatContent': '13g', 'carbohydrateContent': '14g', 'fiberContent': '0g', 'sugarContent': '13g', 'proteinContent': '3g', 'cholesterolContent': '137mg', 'sodiumContent': '201mg'}",3.0,5.0,2.0,foodnetwork,Homemade Cookies-and-Cream Ice Cream,https://www.foodnetwork.com/recipes/food-network-kitchen/homemade-cookies-and-cream-ice-cream-3363122
336,41.0,dessert,18.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 28 servings', 'calories': '336', 'fatContent': '18g', 'saturatedFatContent': '9g', 'carbohydrateContent': '41g', 'fiberContent': '2g', 'sugarContent': '28g', 'proteinContent': '6g', 'cholesterolContent': '54mg', 'sodiumContent': '144mg'}",6.0,5.0,2.0,foodnetwork,Peanut Butter-Chocolate-Coconut Layer Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/peanut-butter-chocolate-coconut-layer-cake-3363978
290,49.0,dessert,10.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '290', 'fatContent': '10g', 'saturatedFatContent': '3g', 'carbohydrateContent': '49g', 'fiberContent': '2g', 'sugarContent': '38g', 'proteinContent': '2g', 'cholesterolContent': '10mg', 'sodiumContent': '384mg'}",2.0,5.0,1.0,foodnetwork,Grilled Cheese Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/grilled-cheese-cake-3562197
319,26.0,dessert,23.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 24 servings', 'calories': '319', 'fatContent': '23g', 'saturatedFatContent': '12g', 'carbohydrateContent': '26g', 'fiberContent': '0g', 'sugarContent': '20g', 'proteinContent': '4g', 'cholesterolContent': '90mg', 'sodiumContent': '224mg'}",4.0,4.9,34.0,foodnetwork,Oreo Lover's Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/oreo-lovers-cheesecake-5167807
706,78.0,dessert,41.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '706', 'fatContent': '41g', 'saturatedFatContent': '25g', 'carbohydrateContent': '78g', 'fiberContent': '1g', 'sugarContent': '51g', 'proteinContent': '9g', 'cholesterolContent': '230mg', 'sodiumContent': '277mg'}",9.0,5.0,1.0,foodnetwork,Pumpkin Pie Layer Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/pumpkin-pie-layer-cake-11771326
886,105.0,dessert,50.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '886', 'fatContent': '50g', 'saturatedFatContent': '32g', 'carbohydrateContent': '105g', 'fiberContent': '1g', 'sugarContent': '78g', 'proteinContent': '8g', 'cholesterolContent': '175mg', 'sodiumContent': '499mg'}",8.0,4.8,32.0,foodnetwork,The Best Coconut Layer Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/coconut-layer-cake-1-5627497
242,31.0,dessert,12.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '242', 'fatContent': '12g', 'saturatedFatContent': '7g', 'carbohydrateContent': '31g', 'fiberContent': '1g', 'sugarContent': '15g', 'proteinContent': '3g', 'cholesterolContent': '46mg', 'sodiumContent': '123mg'}",3.0,5.0,4.0,foodnetwork,Bake-Sale Thumbprints,https://www.foodnetwork.com/recipes/food-network-kitchen/bake-sale-thumbprints-3363685
769,100.0,dessert,39.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 14 servings', 'calories': '769', 'fatContent': '39g', 'saturatedFatContent': '21g', 'carbohydrateContent': '100g', 'fiberContent': '2g', 'sugarContent': '74g', 'proteinContent': '9g', 'cholesterolContent': '106mg', 'sodiumContent': '441mg'}",9.0,5.0,1.0,foodnetwork,Twix Lover's Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/twix-lovers-cake-4694271
283,37.0,dessert,14.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '283', 'fatContent': '14g', 'saturatedFatContent': '8g', 'carbohydrateContent': '37g', 'fiberContent': '1g', 'sugarContent': '17g', 'proteinContent': '4g', 'cholesterolContent': '54mg', 'sodiumContent': '161mg'}",4.0,5.0,2.0,foodnetwork,Pineapple Thumbprints,https://www.foodnetwork.com/recipes/food-network-kitchen/pineapple-thumbprints-3363573
287,49.0,dessert,9.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '287', 'fatContent': '9g', 'saturatedFatContent': '5g', 'carbohydrateContent': '49g', 'fiberContent': '2g', 'sugarContent': '27g', 'proteinContent': '4g', 'cholesterolContent': '36mg', 'sodiumContent': '175mg'}",4.0,3.9,98.0,foodnetwork,The Best Oatmeal Raisin Cookies,https://www.foodnetwork.com/recipes/food-network-kitchen/the-best-oatmeal-raisin-cookies-7197039
344,34.0,dessert,23.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 22 servings', 'calories': '344', 'fatContent': '23g', 'saturatedFatContent': '13g', 'carbohydrateContent': '34g', 'fiberContent': '3g', 'sugarContent': '28g', 'proteinContent': '4g', 'cholesterolContent': '19mg', 'sodiumContent': '70mg'}",4.0,5.0,2.0,foodnetwork,Gelt Magic Bars,https://www.foodnetwork.com/recipes/food-network-kitchen/gelt-magic-bars-11543553
